SId,X,Y,Z,PT,A,B,G,OT
1,4.6546,7.445127,-64.37189,0.02,10.7666,-47.63672,-151.9849,0.02
1,5.07876,7.389317,-64.60629,0.04,10.85449,-47.74658,-152.2266,0.04
1,4.141142,7.913936,-64.18213,0.06,9.733887,-47.90039,-151.106,0.06
1,4.141142,7.913936,-64.18213,0.08,9.733887,-47.90039,-151.106,0.08
1,4.129981,7.947422,-64.19329,0.09999999,9.689941,-47.90039,-151.062,0.09999999
1,4.129981,7.947422,-64.19329,0.12,9.689941,-47.90039,-151.062,0.12
1,4.129981,7.947422,-64.19329,0.14,9.689941,-47.90039,-151.062,0.14
1,4.129981,7.947422,-64.19329,0.16,9.689941,-47.90039,-151.062,0.16
1,4.129981,7.947422,-64.19329,0.18,9.689941,-47.90039,-151.062,0.18
1,4.129981,7.947422,-64.19329,0.2,9.689941,-47.90039,-151.062,0.2
1,4.129981,7.947422,-64.19329,0.22,9.689941,-47.90039,-151.062,0.22
1,4.129981,7.947422,-64.19329,0.24,9.689941,-47.90039,-151.062,0.24
1,4.129981,7.947422,-64.19329,0.26,9.689941,-47.90039,-151.062,0.26
1,4.129981,7.947422,-64.19329,0.28,9.689941,-47.90039,-151.062,0.28
1,4.129981,7.958584,-64.20445,0.3,9.689941,-47.90039,-151.04,0.3
1,4.129981,7.958584,-64.20445,0.32,9.689941,-47.90039,-151.04,0.32
1,4.129981,7.958584,-64.20445,0.34,9.689941,-47.90039,-151.04,0.34
1,4.129981,7.958584,-64.20445,0.36,9.689941,-47.90039,-151.04,0.36
1,4.297412,7.802314,-64.30491,0.38,9.931641,-47.74658,-151.2598,0.38
1,4.297412,7.802314,-64.30491,0.4,9.931641,-47.74658,-151.2598,0.4
1,4.297412,7.802314,-64.30491,0.42,9.931641,-47.74658,-151.2598,0.42
1,4.375547,7.634883,-64.29375,0.4400001,10.17334,-47.61475,-151.4795,0.4400001
1,4.275088,7.701856,-64.22678,0.4600001,10.06348,-47.61475,-151.3916,0.4600001
1,4.241601,7.768828,-64.23794,0.4800001,9.953613,-47.61475,-151.3037,0.4800001
1,4.275088,7.757666,-64.26026,0.5000001,9.975586,-47.61475,-151.3037,0.5000001
1,4.397871,7.634883,-64.30491,0.52,10.15137,-47.59277,-151.4575,0.52
1,4.464844,7.534424,-64.28259,0.54,10.2832,-47.63672,-151.6333,0.54
1,4.397871,7.612558,-64.22678,0.56,10.15137,-47.72461,-151.5894,0.56
1,4.364385,7.690693,-64.23794,0.58,10.0415,-47.8125,-151.5454,0.58
1,4.397871,7.690693,-64.27142,0.6,10.0415,-47.83447,-151.5454,0.6
