2,6.619131,7.166074,-28.0169,49.12093,-38.6499,-37.59521,88.46191,49.12093
2,6.619131,7.166074,-28.0169,49.12093,-38.6499,-37.59521,88.46191,49.12093
2,-0.6250781,-3.471416,-26.87836,49.44094,-69.60938,-53.87695,104.7437,49.46094
2,0.2902148,-6.172647,-24.63478,49.76095,-80.39795,-55.54688,107.8638,49.76095
2,0.4018359,-6.920508,-24.41153,49.88095,-83.45215,-32.18994,83.69385,50.06096
2,0.7366992,-7.020967,-24.40037,50.08096,-83.43018,-29.9707,79.07959,50.24096
2,0.6808887,-7.054453,-24.41153,50.20096,-83.0127,-31.53076,81.43066,50.34096
2,0.5692676,-7.311182,-24.44502,50.34096,-83.73779,-27.79541,77.40967,50.48096
2,0.4688086,-7.311182,-24.47851,50.56097,-83.54004,-34.07959,84.57275,50.58097
2,0.5134571,-7.35583,-24.35572,50.76097,-84.6167,-25.57617,75.43213,50.70097
2,0.1785938,-6.820049,-24.25526,50.92097,-83.51807,-43.72559,94.1748,50.82097
2,0.2120801,-7.400478,-24.36688,51.04098,-85.1001,-29.44336,78.22266,50.94098
2,0.2790527,-7.188398,-24.41153,51.32098,-84.70459,-30.67383,80.44189,51.06098
2,0.4911328,-7.478613,-24.44502,51.48099,-85.40771,-25.94971,74.4873,51.24098
2,0.5692676,-7.322344,-24.41153,51.58099,-85.78125,-49.19678,97.49268,51.36098
2,0.6697266,-7.467451,-24.52316,51.76099,-86.9458,-24.91699,72.70752,51.48099
2,0.714375,-7.344668,-24.45618,51.861,-84.57275,-17.55615,66.99463,51.74099
2,0.7590234,-7.132588,-24.36688,51.881,-84.41895,-37.26563,87.23145,51.901
2,0.6697266,-6.887022,-24.32224,51.961,-84.94629,-18.28125,66.51123,52.021
2,0.6808887,-7.099102,-24.28875,52.141,-84.48486,-38.10059,87.20947,52.161
2,0.5804297,-7.277695,-24.36688,52.30101,-85.05615,-17.07275,64.9292,52.30101
2,0.5357813,-7.221885,-24.43386,52.54101,-85.47363,-21.79688,70.68604,52.66101
2,0.7478613,-7.110264,-24.2441,52.68102,-85.51758,-30.32227,79.16748,52.80102
2,0.714375,-7.56791,-24.35572,52.84102,-85.31982,-50.60303,99.66797,52.96102
2,0.6585644,-6.619131,-24.1548,52.96102,-86.24268,-13.0957,61.94092,53.08102
2,0.5134571,-6.909346,-24.28875,53.06102,-86.24268,-27.44385,76.94824,53.18103
2,0.5804297,-6.987481,-24.2441,53.20103,-86.26465,-11.7334,61.72119,53.34103
2,0.3460254,-7.411641,-24.46734,53.34103,-86.44043,-40.40771,91.34033,53.52103
2,0.3906738,-6.898184,-24.3334,53.44103,-86.77002,-22.78564,73.80615,53.56104
2,0.3906738,-6.942832,-24.31107,53.56104,-86.90186,-20.85205,72.55371,53.70104
2,0.4353223,-7.35583,-24.37805,53.66104,-86.81396,-35.02441,86.61621,53.82104
2,0.5581055,-6.875859,-24.25526,53.72104,-87.16553,-12.08496,64.59961,53.96104
2,0.4688086,-7.467451,-24.50083,53.86104,-87.36328,5.493164,45.4834,54.12105
2,0.6585644,-6.909346,-24.26643,53.98104,-87.40723,-28.82813,80.26611,54.22105
2,0.5581055,-7.545586,-24.37805,54.12105,-87.47314,-27.18018,78.42041,54.34105
2,0.6027539,-7.087939,-24.28875,54.22105,-87.12158,-8.283691,60.49072,54.60106
2,0.5804297,-7.534424,-24.48967,54.38105,-62.70996,-64.13818,134.3408,55.04107
2,0.6362402,-6.786562,-24.28875,54.72106,-50.3833,-54.7998,143.3276,55.22107
2,5.581055,-1.495723,-23.98737,54.98107,,,,
2,20.19226,8.382744,-25.81796,55.22107,,,,
