SId,X,Y,Z,PT,A,B,G,OT
2,7.099102,7.076777,-37.52701,10.14004,46.91162,-117.2461,150.8643,10.14004
2,7.043291,7.009805,-37.3819,10.16004,46.75781,-116.7627,151.1938,10.16004
2,6.953994,6.853535,-37.10285,10.18004,46.47217,-115.9277,151.7871,10.18004
2,6.808887,6.585645,-36.67869,10.20004,46.12061,-114.917,152.5342,10.20004
2,6.641455,6.328916,-36.25453,10.22004,45.76904,-114.2358,153.1494,10.22004
2,6.451699,6.061026,-35.84153,10.24004,45.39551,-113.8403,153.6768,10.24004
2,6.273106,5.815459,-35.45086,10.26005,45.02197,-113.5107,154.1602,10.26005
2,6.127998,5.581055,-35.06018,10.28005,44.64844,-113.1372,154.6216,10.28005
2,5.882432,5.246192,-34.42395,10.30005,44.07715,-112.3462,155.5884,10.30005
2,5.793135,5.123408,-34.16722,10.32005,43.81348,-112.0386,155.9839,10.32005
2,5.648027,4.978301,-33.81003,10.34005,43.33008,-111.6431,156.5552,10.34005
2,5.525244,4.822031,-33.464,10.36005,42.78076,-111.4014,156.9946,10.36005
2,5.413623,4.665762,-33.12914,10.38005,42.14355,-111.3354,157.3462,10.38005
2,5.302002,4.476006,-32.80544,10.40005,41.50635,-111.4453,157.6538,10.40005
2,5.201543,4.28625,-32.4929,10.42005,40.80322,-111.7529,157.9175,10.42005
2,5.112246,4.096494,-32.20269,10.44005,39.99023,-112.3242,158.0713,10.44005
2,5.022949,3.9179,-31.91247,10.46005,39.04541,-113.2251,158.0933,10.46005
2,4.944815,3.739307,-31.63342,10.48005,38.03467,-114.4116,157.9395,10.48005
2,4.877842,3.549551,-31.36553,10.50005,37.02393,-115.708,157.7637,10.50005
2,4.822031,3.370957,-31.09764,10.52005,36.12305,-116.8286,157.6099,10.52005
2,4.777383,3.181201,-30.84091,10.54005,35.44189,-117.5757,157.522,10.54005
2,4.755059,2.991445,-30.59534,10.56005,35.04639,-117.9053,157.522,10.56005
2,4.743896,2.801689,-30.34978,10.58005,34.89258,-117.8613,157.5439,10.58005
2,4.743896,2.556123,-30.0484,10.60005,34.93652,-117.2241,157.6099,10.60005
2,4.71041,2.466826,-29.90329,10.62005,34.98047,-116.5869,157.8296,10.62005
2,4.665762,2.344043,-29.69121,10.64005,35.1123,-115.1587,158.1152,10.64005
2,4.609951,2.243584,-29.49029,10.66005,35.354,-113.0713,158.4668,10.66005
2,4.554141,2.154287,-29.30054,10.68005,35.72754,-110.3027,158.9063,10.68005
2,4.487168,2.076152,-29.12194,10.70006,36.21094,-106.9189,159.4775,10.70006
2,4.397871,1.998018,-28.94335,10.72006,36.69434,-103.1396,160.1807,10.72006
2,4.308574,1.931045,-28.77592,10.74006,37.06787,-99.22852,160.9277,10.74006
2,4.241601,1.85291,-28.61965,10.76006,37.26563,-95.625,161.5649,10.76006
2,4.174629,1.774775,-28.45222,10.78006,37.2876,-92.70264,161.9385,10.78006
2,4.129981,1.663154,-28.28478,10.80006,37.15576,-90.61523,162.0923,10.80006
2,4.085332,1.551533,-28.12852,10.82006,36.95801,-89.23096,162.1143,10.82006
