,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.7058105555555556,0.8242188888888888,0.0799561111111111,0.02,0.7656582000000001,1.0,0.0,0.02,0.7691650555555555,0.4069824166666666,0.9085083333333333,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.7055663888888889,0.824585,0.08013916666666666,0.04,0.76119335,1.0,0.0,0.04,0.7674560555555555,0.4067993055555555,0.9088136111111111,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.6997070555555556,0.8253175,0.07879638888888892,0.06,0.7232422,1.0,0.0,0.06,0.7572021666666667,0.40045166666666665,0.9079588888888888,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.6997070555555556,0.8253175,0.07879638888888892,0.08,0.7232422,1.0,0.0,0.08,0.7572021666666667,0.40045166666666665,0.9079588888888888,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999999,0.6997070555555556,0.8253175,0.07879638888888892,0.09999999,0.7232422,1.0,0.0,0.09999999,0.7572021666666667,0.40045166666666665,0.9079588888888888,0.09999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.6997070555555556,0.8253175,0.07879638888888892,0.12,0.7243584000000001,1.0,0.0,0.12,0.756958,0.40057372222222226,0.9079588888888888,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14,0.699462888888889,0.8253175,0.0789183333333333,0.14,0.7243584000000001,1.0,0.0,0.14,0.756958,0.40057372222222226,0.9079588888888888,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.699462888888889,0.8253175,0.0789183333333333,0.16,0.7243584000000001,1.0,0.0,0.16,0.756958,0.40057372222222226,0.9079588888888888,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18,0.699462888888889,0.8253175,0.0789183333333333,0.18,0.7243584000000001,1.0,0.0,0.18,0.756958,0.40057372222222226,0.9079588888888888,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.699462888888889,0.8253175,0.0789183333333333,0.2,0.7243584000000001,1.0,0.0,0.2,0.756958,0.40057372222222226,0.9079588888888888,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22,0.699462888888889,0.8253175,0.0789183333333333,0.22,0.7243584000000001,1.0,0.0,0.22,0.756958,0.40057372222222226,0.9079588888888888,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24,0.699462888888889,0.8253175,0.0789183333333333,0.24,0.7243584000000001,1.0,0.0,0.24,0.756958,0.40057372222222226,0.9079588888888888,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,0.699462888888889,0.8253175,0.0789183333333333,0.26,0.7260327,1.0,0.0,0.26,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28,0.699462888888889,0.8253175,0.0789183333333333,0.28,0.7260327,1.0,0.0,0.28,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.699462888888889,0.8253175,0.0789183333333333,0.3,0.7260327,1.0,0.0,0.3,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32,0.699462888888889,0.8253175,0.0789183333333333,0.32,0.7260327,1.0,0.0,0.32,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34,0.699462888888889,0.8253175,0.0789183333333333,0.34,0.7260327,1.0,0.0,0.34,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36,0.699462888888889,0.8253175,0.0789183333333333,0.36,0.7260327,1.0,0.0,0.36,0.7568359444444445,0.40075683333333334,0.9078980555555556,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38,0.6987304444444444,0.8256225,0.07824694444444447,0.38,0.7366367,1.0,0.0,0.38,0.756958,0.40148925,0.9076538888888889,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.6987304444444444,0.8256225,0.07824694444444447,0.4,0.7366367,1.0,0.0,0.4,0.756958,0.40148925,0.9076538888888889,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42,0.6987304444444444,0.8256225,0.07824694444444447,0.42,0.7366367,1.0,0.0,0.42,0.756958,0.40148925,0.9076538888888889,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
