,0,1,2,3,4,5,6,7,8
0,0.8465835,0.21055013333333333,0.0,0.71875,0.8136597222222223,0.9512327777777778,0.0,0.0,1.0
1,0.8443511000000001,0.199388,0.0,0.7160644444444444,0.8130494444444445,0.9512327777777778,0.0,0.0,1.0
2,0.8426767500000001,0.18822593333333335,0.0,0.7136230555555556,0.8128661111111111,0.9514161111111112,0.0,0.0,1.0
3,0.83988625,0.17780793333333333,0.0,0.7110595555555557,0.8130494444444445,0.9517822222222223,0.0,0.0,1.0
4,0.8365376000000001,0.1688782666666667,0.0,0.7084961111111111,0.8132933333333333,0.9522094444444443,0.0,0.0,1.0
5,0.8337471000000001,0.16143686666666665,0.0,0.7058105555555556,0.813598611111111,0.9523925000000001,0.0,0.0,1.0
6,0.8276079,0.15027473333333333,0.0,0.7011718888888888,0.8143922222222222,0.9526366666666667,0.0,0.0,1.0
7,0.8270498,0.1480423333333333,0.0,0.6999511666666667,0.8146972222222222,0.9526977777777778,0.0,0.0,1.0
8,0.8231431,0.14060093333333332,0.0,0.6965332222222222,0.815735,0.953125,0.0,0.0,1.0
9,0.81923635,0.1316712,0.0,0.692749,0.8170775,0.9536744444444445,0.0,0.0,1.0
10,0.8164458,0.12274153333333333,0.0,0.6888427777777778,0.8183594444444444,0.9541625000000001,0.0,0.0,1.0
11,0.8136553,0.11157946666666667,0.0,0.6854247777777778,0.8193969444444443,0.9545897222222222,0.0,0.0,1.0
12,0.8114228499999999,0.09892906666666666,0.0,0.6826171666666667,0.8199463888888889,0.9550172222222222,0.0,0.0,1.0
13,0.80919045,0.08776693333333334,0.0,0.6802978333333333,0.8200683333333334,0.9553833333333333,0.0,0.0,1.0
14,0.8075161,0.07586066666666665,0.0,0.6774902222222222,0.8198241666666667,0.9558716666666666,0.0,0.0,1.0
15,0.8069580000000001,0.07139580000000002,0.0,0.6761474444444444,0.8197022222222222,0.9561158333333333,0.0,0.0,1.0
16,0.8063999000000001,0.06395440000000002,0.0,0.674682611111111,0.8194580555555556,0.9564208333333334,0.0,0.0,1.0
17,0.8058417999999999,0.057257200000000036,0.0,0.6737060555555555,0.8192749999999999,0.956665,0.0,0.0,1.0
18,0.8047256,0.052792333333333316,0.0,0.6728515555555555,0.8189697222222222,0.9568480555555556,0.0,0.0,1.0
19,0.8041674999999999,0.049815733333333334,0.0,0.671875,0.818603611111111,0.9570313888888888,0.0,0.0,1.0
20,0.80360935,0.04758333333333334,0.0,0.6710205,0.8182372222222223,0.9571533333333333,0.0,0.0,1.0
21,0.80360935,0.04535093333333335,0.0,0.670166,0.8179930555555556,0.9572752777777778,0.0,0.0,1.0
22,0.8041674999999999,0.04311846666666662,0.0,0.6694336111111111,0.81781,0.9573975,0.0,0.0,1.0
23,0.8052837,0.039397800000000004,0.0,0.6689453333333333,0.81781,0.9576416666666666,0.0,0.0,1.0
24,0.8052837,0.036421266666666695,0.0,0.6683349444444444,0.81781,0.9579466666666667,0.0,0.0,1.0
25,0.8058417999999999,0.034188800000000026,0.0,0.667724611111111,0.8178711111111111,0.9583130555555556,0.0,0.0,1.0
26,0.8063999000000001,0.032700533333333344,0.0,0.6669921666666667,0.8179930555555556,0.9586180555555555,0.0,0.0,1.0
27,0.8075161,0.031956399999999975,0.0,0.6663818333333333,0.8181152777777778,0.9588622222222223,0.0,0.0,1.0
28,0.8080742000000001,0.030468133333333352,0.0,0.6657715,0.8183594444444444,0.9591063888888889,0.0,0.0,1.0
29,0.8080742000000001,0.029723933333333303,0.0,0.664917,0.8187255555555555,0.9595947222222223,0.0,0.0,1.0
30,0.8080742000000001,0.029723933333333303,0.0,0.6646728333333333,0.8187866666666667,0.9596558333333333,0.0,0.0,1.0
31,0.8080742000000001,0.029723933333333303,0.0,0.6640625,0.8189086111111111,0.9597777777777777,0.0,0.0,1.0
32,0.8080742000000001,0.029723933333333303,0.0,0.6636962777777777,0.8189086111111111,0.9596558333333333,0.0,0.0,1.0
33,0.8086323500000001,0.02823566666666668,0.0,0.6635742222222222,0.8187866666666667,0.9594727777777778,0.0,0.0,1.0
34,0.8080742000000001,0.026747399999999998,0.0,0.6635742222222222,0.8186644444444444,0.9592894444444444,0.0,0.0,1.0
35,0.8075161,0.02451493333333333,0.0,0.6634521666666667,0.8186644444444444,0.9592286111111112,0.0,0.0,1.0
36,0.8069580000000001,0.023770866666666633,0.0,0.6630859444444445,0.8188477777777778,0.9591675,0.0,0.0,1.0
37,0.8069580000000001,0.023026666666666647,0.0,0.6625976666666666,0.8189697222222222,0.9590452777777778,0.0,0.0,1.0
38,0.8075161,0.021538400000000023,0.0,0.6619872777777778,0.8190916666666667,0.9589233333333333,0.0,0.0,1.0
39,0.8080742000000001,0.020794266666666655,0.0,0.661499,0.8192749999999999,0.9588622222222223,0.0,0.0,1.0
40,0.8086323500000001,0.01930600000000003,0.0,0.6610107222222222,0.8194580555555556,0.9589233333333333,0.0,0.0,1.0
41,0.8086323500000001,0.01781773333333335,0.0,0.6606445555555556,0.8197022222222222,0.9590452777777778,0.0,0.0,1.0
42,0.8086323500000001,0.01632940000000005,0.0,0.6602783333333333,0.8200072222222222,0.9592894444444444,0.0,0.0,1.0
43,0.80919045,0.014841133333333308,0.0,0.6600341666666667,0.8203736111111111,0.9594727777777778,0.0,0.0,1.0
44,0.80919045,0.013352866666666685,0.0,0.6591796666666667,0.8211669444444444,0.9597166666666667,0.0,0.0,1.0
45,0.80919045,0.013352866666666685,0.0,0.6589355555555556,0.8213500000000001,0.9597777777777777,0.0,0.0,1.0
46,0.8086323500000001,0.013352866666666685,0.0,0.6583252222222222,0.8218994444444445,0.959838888888889,0.0,0.0,1.0
47,0.8086323500000001,0.014096999999999997,0.0,0.6577148333333334,0.8223266666666667,0.959838888888889,0.0,0.0,1.0
48,0.8086323500000001,0.014841133333333308,0.0,0.6571045,0.8225708333333333,0.9597777777777777,0.0,0.0,1.0
49,0.8086323500000001,0.015585266666666679,0.0,0.6567382777777778,0.8226927777777777,0.9596558333333333,0.0,0.0,1.0
50,0.80919045,0.01632940000000005,0.0,0.65625,0.8228761111111111,0.9594727777777778,0.0,0.0,1.0
51,0.80919045,0.017073599999999977,0.0,0.6560058333333334,0.8229980555555556,0.9593505555555555,0.0,0.0,1.0
52,0.80919045,0.01781773333333335,0.0,0.6556396666666667,0.8233033333333334,0.9592286111111112,0.0,0.0,1.0
53,0.8097485499999999,0.01781773333333335,0.0,0.6553955,0.8234863888888889,0.9591675,0.0,0.0,1.0
54,0.8097485499999999,0.01781773333333335,0.0,0.6551513888888889,0.8238525,0.9592894444444444,0.0,0.0,1.0
55,0.8097485499999999,0.01856186666666666,0.0,0.6546631111111111,0.8243408333333333,0.9594116666666667,0.0,0.0,1.0
56,0.8097485499999999,0.01856186666666666,0.0,0.6541747777777778,0.82489,0.9595947222222223,0.0,0.0,1.0
57,0.80919045,0.01781773333333335,0.0,0.6536865,0.8254394444444444,0.9597166666666667,0.0,0.0,1.0
58,0.80919045,0.01632940000000005,0.0,0.6531982222222222,0.8259277777777778,0.9597777777777777,0.0,0.0,1.0
59,0.80919045,0.015585266666666679,0.0,0.652587888888889,0.8262938888888889,0.9597777777777777,0.0,0.0,1.0
60,0.80919045,0.014841133333333308,0.0,0.6519775555555556,0.8265380555555555,0.959838888888889,0.0,0.0,1.0
