,X,Y,Z,A,B,G,Vx,Vy,Vz,Va,Vb,Vg,Time,Square,Circle
588,-8.070205,-3.49374,-20.20342,-0.3930825305353873,-0.06864563207665157,2.7926123243242746,14.510750000000304,7.8135000000001735,-14.511000000000383,0.1533969879577856,-0.07669849397889211,0.3643374813538125,11.78008,0,1
589,-7.768828,-3.348633,-20.5048,-0.3911651118191463,-0.07017961940952192,2.800281301057538,15.0688500000003,7.255350000000148,-15.069000000000232,0.09587093581205001,-0.07669936664351878,0.3834488366631776,11.80008,0,1
590,-7.478613,-3.214688,-20.8285,-0.38963114193956855,-0.07171360674239224,2.808335995555492,14.510749999999016,6.697249999999536,-16.184999999998844,0.07669849397888322,-0.07669936664351128,0.4027347248976637,11.82008,0,1
591,-7.188398,-3.091904,-21.14104,-0.3884806208966538,-0.07363107781851078,2.8156209998533166,14.510750000000304,6.139200000000142,-15.627000000000436,0.05752605214573837,-0.09587355380592864,0.3642502148912452,11.84008,0,1
592,-6.920508,-2.969121,-21.45358,-0.38694665101707604,-0.07516506515138112,2.8225255223742054,13.394500000000306,6.139150000000135,-15.627000000000258,0.07669849397889003,-0.07669936664351878,0.3452261260444474,11.86008,0,1
593,-6.663779,-2.846338,-21.77728,-0.3854126811374982,-0.07669903503095893,2.828660354694966,12.836450000000273,6.139150000000135,-16.18500000000046,0.0766984939788928,-0.07669849397889211,0.3067416160380375,11.88008,0,1
594,-6.440537,-2.723555,-22.08982,-0.38349526242125725,-0.07746603742404036,2.8340289874741007,11.162099999999244,6.139149999999567,-15.62699999999887,0.09587093581204151,-0.038350119654068975,0.2684316389567162,11.90008,0,1
595,-6.239619,-2.600771,-22.40235,-0.38119422033542794,-0.07746603742404036,2.83863142071161,10.0459000000002,6.139200000000142,-15.626500000000277,0.11505210429146841,0.0,0.2301216618754647,11.92008,0,1
596,-6.061026,-2.466826,-22.71489,-0.3781262805762723,-0.07708253622749964,2.842465909078241,8.929650000000201,6.697250000000131,-15.627000000000436,0.1533969879577856,0.019175059827036538,0.19172441833155549,11.94008,0,1
597,-5.893594,-2.332881,-23.01627,-0.3750583408171167,-0.07631555128771074,2.8463021427741246,8.371600000000168,6.697250000000153,-15.069000000000232,0.15339698795778284,0.03834924698944571,0.1918116847941894,11.96008,0,1
598,-5.659189,-2.154287,-23.41811,-0.37083988001504636,-0.07669903503095893,2.8520530026594457,11.720250000000282,8.929700000000187,-20.09200000000043,0.2109230401035212,-0.019174187162409866,0.28754299426606067,11.98008,0,1
599,-5.547568,-2.06499,-23.61902,-0.36968935897213173,-0.07631555128771074,2.854355091942826,5.5810499999996,4.464849999999708,-10.04549999999934,0.0575260521457277,0.019174187162408162,0.11510446416901687,12.00008,0,1
600,-5.368975,-1.931045,-23.93156,-0.3670048680496393,-0.07631555128771074,2.858189580309458,8.925187406297221,6.69390304847603,-15.619190404798331,0.13415746739093268,0.0,0.19162860402958873,12.02009,0,1
601,-5.190381,-1.830586,-24.23294,-0.3647040004967351,-0.07593205009117002,2.862408041111528,8.929700000000164,5.0229500000001,-15.069000000000232,0.11504337764521001,0.019175059827036538,0.2109230401034879,12.04009,0,1
602,-5.000625,-1.752451,-24.54548,-0.36317003061715725,-0.07554854889462931,2.867010474349037,9.48779999999936,3.9067499999997395,-15.626999999999047,0.07669849397888877,0.01917505982703414,0.23012166187544425,12.06009,0,1
603,-4.799707,-1.696641,-24.85802,-0.3639369282904836,-0.07516506515138112,2.871995134692733,10.045900000000245,2.7905000000000553,-15.627000000000258,-0.038344883666317206,0.019174187162409866,0.2492330171848076,12.08009,0,1
604,-4.587627,-1.685479,-25.18172,-0.3662379703763129,-0.07516506515138112,2.8773637674718677,10.604000000000195,0.5581000000000177,-16.185000000000283,-0.11505210429146841,0.0,0.26843163895674,12.10009,0,1
605,-4.364385,-1.696641,-25.49426,-0.37007280780879487,-0.07516506515138112,2.881966200709377,11.162100000000235,-0.5581000000000177,-15.627000000000436,-0.1917418716241028,0.0,0.2301216618754647,12.12009,0,1
606,-4.141142,-1.730127,-25.79564,-0.3731407475679505,-0.07516506515138112,2.8858006890760084,11.16214999999925,-1.6742999999998822,-15.068999999998892,-0.15339698795777199,0.0,0.19172441833156068,12.14009,0,1
607,-3.940225,-1.774775,-26.07469,-0.37582523849044297,-0.0747815639548404,2.8888689779010144,10.045850000000238,-2.2324000000000486,-13.952500000000375,-0.13422454612462562,0.019175059827036538,0.1534144412503024,12.16009,0,1
608,-3.761631,-1.819424,-26.34258,-0.37774283173960915,-0.0740145790150515,2.891171067184395,8.929700000000187,-2.2324500000000445,-13.39450000000035,-0.09587966245831119,0.03834924698944571,0.1151044641690271,12.18009,0,1
609,-3.616524,-1.85291,-26.57698,-0.379276801619187,-0.07209709048564045,2.8919372667260204,7.255350000000148,-1.674300000000042,-11.720000000000114,-0.0766984939788928,0.09587442647055462,0.0383099770812753,12.20009,0,1
610,-3.49374,-1.886397,-26.78906,-0.38042732266210166,-0.07017961940952192,2.890403122313517,6.1391999999995965,-1.6743499999998892,-10.603999999999298,-0.05752605214573048,0.09587355380592014,-0.07670722062515549,12.22009,0,1
611,-3.404443,-1.919883,-26.97882,-0.38119422033542794,-0.06826214833340338,2.8869526063823248,4.464850000000082,-1.674300000000031,-9.488000000000188,-0.03834488366631443,0.09587355380592864,-0.17252579655962308,12.24009,0,1
612,-3.370957,-1.975693,-27.13509,-0.38196129254167943,-0.06557767486420342,2.880816028732313,1.674300000000031,-2.7905000000000553,-7.813500000000307,-0.0383536103125756,0.13422367346000103,-0.3068288825006048,12.26009,0,1
613,-3.393281,-2.031504,-27.26903,-0.3827281902150057,-0.06212621645521455,2.8727630795636103,-1.1162000000000132,-2.7905500000000623,-6.697000000000096,-0.03834488366631443,0.17257292044944708,-0.4026474584351322,12.28009,0,1
614,-3.460254,-2.098477,-27.36949,-0.3850292323008351,-0.058291274302977494,2.86432615795947,-3.3486499999997714,-3.3486499999997714,-5.022999999999572,-0.11505210429146095,0.1917471076118399,-0.4218460802069827,12.30009,0,1
615,-3.549551,-2.176611,-27.45879,-0.38809717205999067,-0.05560680083377754,2.8558892363553294,-4.464850000000104,-3.9067000000000798,-4.4650000000001695,-0.15339698795778284,0.1342236734600007,-0.4218460802070424,12.32009,0,1
616,-3.661172,-2.299395,-27.52576,-0.392315632862061,-0.0533058285611183,2.8478345418573756,-5.5810500000001175,-6.139200000000142,-3.348499999999959,-0.2109230401035212,0.1150486136329645,-0.4027347248976995,12.34009,0,1
617,-3.795117,-2.444502,-27.57041,-0.3973009913374576,-0.05138835748499976,2.8382474482761704,-6.697250000000131,-7.255350000000148,-2.2325000000000847,-0.24926792376983561,0.09587355380592899,-0.4793546790602723,12.36009,0,1
618,-3.996035,-2.611934,-27.59274,-0.40343687085576885,-0.0479368990760109,2.8263600107408373,-10.045900000000222,-8.371600000000191,-1.116500000000033,-0.30679397591556845,0.17257292044944675,-0.5943718767666655,12.38009,0,1
619,-4.263926,-2.790527,-27.59274,-0.40918930153741695,-0.04295147078744421,2.8106363395096206,-13.394549999999079,-8.929649999999386,0.0,-0.28762153408238567,0.2492714144283174,-0.7861835615607851,12.40009,0,1
620,-4.576465,-2.957959,-27.55925,-0.4145582833824019,-0.037199040105796104,2.7922283518888364,-15.62695000000034,-8.371600000000168,1.674500000000059,-0.268449092249254,0.2876215340824116,-0.9203993810392249,12.42009,0,1
621,-5.000625,-3.158877,-27.48111,-0.42069416290071315,-0.031063108227607276,2.768451731488917,-21.208000000000478,-10.045900000000222,3.9069999999999663,-0.30679397591556845,0.3067965939094479,-1.188831019995987,12.44009,0,1
622,-5.201543,-3.259336,-27.41414,-0.42222813278029103,-0.029912622091277655,2.7603987823202156,-10.040879560219388,-5.020439780109694,3.3468265867065496,-0.07666016389694175,0.05749555903695975,-0.402446235317401,12.4601,0,1
623,-5.458272,-3.370957,-27.30252,-0.425679695909035,-0.02952913834802946,2.750811688739011,-12.836450000000273,-5.58105000000014,5.581000000000044,-0.17257815643720123,0.019174187162410213,-0.4793546790602501,12.4801,0,1
624,-5.670352,-3.449092,-27.16857,-0.42798056346193913,-0.029912622091277655,2.7446751110889984,-10.604000000000239,-3.9067500000000646,6.697500000000255,-0.11504337764521001,-0.019174187162410213,-0.306828882500627,12.5001,0,1
625,-5.826621,-3.482578,-26.98998,-0.4283641868315275,-0.031063108227607276,2.7404566502869288,-7.8134500000001665,-1.6743000000000532,8.92950000000018,-0.019181168479418385,-0.05752430681648225,-0.2109230401034879,12.5201,0,1
626,-5.949404,-3.49374,-26.80022,-0.42683021695194967,-0.032597095560477615,2.736622161920297,-6.1391499999995895,-0.558099999999946,9.487999999999344,0.07669849397888599,-0.07669936664351179,-0.19172441833158288,12.5401,0,1
627,-6.072187,-3.516064,-26.57698,-0.423762277192794,-0.03413106544005543,2.7324037011182267,-6.1391500000000905,-1.1162000000000354,11.162000000000265,0.1533969879577856,-0.07669849397889246,-0.2109230401035101,12.5601,0,1
628,-6.194971,-3.549551,-26.34258,-0.42069416290071315,-0.03451456663659614,2.727035068339092,-6.139200000000142,-1.674350000000038,11.720000000000114,0.15340571460404678,-0.019175059827035844,-0.26843163895674,12.5801,0,1
629,-6.35124,-3.627686,-26.11934,-0.41954381639072374,-0.03298057930372581,2.718980373841138,-7.8134500000001665,-3.9067500000000868,11.162000000000265,0.057517325499471646,0.07669936664351809,-0.4027347248976995,12.6001,0,1
630,-6.540996,-3.750469,-25.91842,-0.42031071406405,-0.029912622091277655,2.709777252695372,-9.48779999999936,-6.139149999999567,10.04599999999932,-0.03834488366631102,0.15339786062239744,-0.4601560572882768,12.6201,0,1
631,-6.71959,-3.906738,-25.7175,-0.42299520498654253,-0.02722816607537022,2.7001901591141673,-8.929700000000208,-7.8134500000001665,10.046000000000214,-0.1342245461246284,0.1342228007953747,-0.4793546790602501,12.6401,0,1
632,-6.887022,-4.063008,-25.51658,-0.42683021695194967,-0.026077679939040595,2.6921354646162134,-8.371600000000168,-7.8135000000001735,10.046000000000214,-0.1917505982703612,0.05752430681648242,-0.4027347248976995,12.6601,0,1
633,-7.020967,-4.208115,-25.3045,-0.4314321265906831,-0.02722816607537022,2.6856166598600146,-6.697250000000131,-7.2553500000001705,10.604000000000239,-0.23009548193667564,-0.05752430681648242,-0.3259402378099477,12.6801,0,1
634,-7.14375,-4.353223,-25.09242,-0.43603403622941656,-0.029145637151488747,2.681014226622506,-6.1391499999995895,-7.255399999999489,10.603999999999298,-0.23009548193665796,-0.09587355380591996,-0.23012166187542205,12.7001,0,1
635,-7.244209,-4.487168,-24.8915,-0.4398690481948237,-0.031063108227607276,2.6767957658204353,-5.0229500000001,-6.697250000000131,10.046000000000214,-0.1917505982703612,-0.09587355380592848,-0.2109230401035323,12.7201,0,1
636,-7.411641,-4.699248,-24.5678,-0.446004927713135,-0.03336408050026652,2.6714271330413006,-8.371600000000212,-10.604000000000239,16.18500000000046,-0.3067939759155712,-0.11504861363296466,-0.26843163895674,12.7401,0,1
637,-7.433965,-4.732734,-24.51199,-0.4471554487560496,-0.03413106544005543,2.670660933499675,-1.116199999999991,-1.674300000000031,2.790499999999933,-0.057526052145732816,-0.0383492469894464,-0.0383099770812753,12.7601,0,1
638,-7.478613,-4.833193,-24.34456,-0.45137390955811996,-0.03566505277292577,2.6702769610642365,-2.2324000000000708,-5.0229500000001,8.371500000000154,-0.2109230401035212,-0.07669936664351844,-0.0191986217719324,12.7801,0,1
639,-7.478613,-4.92249,-24.19945,-0.45789323791309433,-0.038349526242125724,2.6721950779121784,0.0,-4.464849999999708,7.255499999999636,-0.3259664177486967,-0.13422367345998876,0.09590584239708619,12.8001,0,1
640,-7.433965,-5.011787,-24.09899,-0.46633015951723494,-0.04180098465111459,2.675645593843371,2.2324000000000708,-4.464850000000104,5.023000000000018,-0.4218460802070396,-0.17257292044944708,0.17252579655964528,12.8201,0,1
641,-7.378154,-5.101084,-24.03202,-0.47438363228471236,-0.044868941863562745,2.679097855103816,2.790550000000029,-4.464850000000104,3.348500000000137,-0.40267363837387965,-0.1533978606224109,0.1726130630222348,12.8401,0,1
642,-7.322344,-5.179219,-23.98737,-0.4805195118030236,-0.04678641293968128,2.681782171493383,2.7905000000000664,-3.9067500000000646,2.2325000000000847,-0.30679397591556845,-0.09587355380592864,0.13421581947837,12.8601,0,1
643,-7.288857,-5.223867,-23.93156,-0.48358745156217925,-0.04678641293968128,2.682166143928822,1.6735132433782318,-2.2312843578210044,2.7891054472761003,-0.15332032779387794,0.0,0.019189027258301905,12.88011,0,1
644,-7.277695,-5.246192,-23.86459,-0.4843543492355056,-0.04525242560681094,2.68024802708088,0.5581000000000399,-1.116249999999998,3.348500000000137,-0.038344883666317206,0.07669936664351844,-0.0959058423970947,12.90011,0,1
645,-7.277695,-5.257353,-23.8311,-0.48358745156217925,-0.04410193947048131,2.679097855103816,0.0,-0.5580500000000329,1.674500000000059,0.038344883666317206,0.057524306816482594,-0.0575085988532077,12.92011,0,1
646,-7.277695,-5.257353,-23.78646,-0.48090296063968674,-0.04180098465111459,2.67602956627881,0.0,0.0,2.231999999999728,0.13422454612461648,0.11504774096832829,-0.15341444125028877,12.94011,0,1
647,-7.277695,-5.257353,-23.74181,-0.4763010510009534,-0.03796602504558501,2.6733452498892425,0.0,0.0,2.2325000000000847,0.23009548193667287,0.19174798027648327,-0.13421581947837,12.96011,0,1
648,-7.277695,-5.257353,-23.69716,-0.4705486203193052,-0.03413106544005543,2.6714271330413006,0.0,0.0,2.2325000000000847,0.287621534082414,0.19174798027648293,-0.0959058423970947,12.98011,0,1
649,-7.288857,-5.246192,-23.66367,-0.46479618963765706,-0.030679624484359087,2.6702769610642365,-0.5581000000000399,0.5580500000000329,1.674500000000059,0.287621534082414,0.17257204778482094,-0.0575085988532077,13.00011,0,1
650,-7.30002,-5.246192,-23.63019,-0.46057772883558684,-0.02837865221169984,2.670660933499675,-0.558149999999953,0.0,1.673999999999929,0.2109230401034969,0.11504861363295461,0.019198621771930692,13.02011,0,1
651,-7.30002,-5.246192,-23.61902,-0.4575097890764312,-0.02722816607537022,2.6710449059351142,0.0,0.0,0.558500000000007,0.1533969879577856,0.05752430681648225,0.019198621771954603,13.04011,0,1
652,-7.30002,-5.235029,-23.60786,-0.4540584004806124,-0.02722816607537022,2.6718111054767393,0.0,0.5581500000000025,0.5580000000000259,0.17256942979094284,0.0,0.0383099770812531,13.06011,0,1
653,-7.30002,-5.235029,-23.5967,-0.45214080723144623,-0.027995151015159127,2.6721950779121784,0.0,0.0,0.5580000000000259,0.09587966245831119,-0.03834924698944623,0.019198621771954603,13.08011,0,1
654,-7.30002,-5.235029,-23.5967,-0.45022338851520527,-0.027995151015159127,2.6721950779121784,0.0,0.0,0.0,0.09587093581204151,0.0,0.0,13.10011,0,1
655,-7.30002,-5.235029,-23.5967,-0.44830596979896425,-0.026844664878829506,2.6710449059351142,0.0,0.0,0.0,0.09587093581205279,0.05752430681648225,-0.0575085988532077,13.12011,0,1
