,X,Y,Z,A,B,G,Vx,Vy,Vz,Va,Vb,Vg,Time,Square,Circle
0,-12.55737,5.915918,-24.85802,-0.1714223470466511,-0.11619904740941427,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0
1,-12.54621,5.915918,-24.85802,-0.1718058482431918,-0.11619904740941427,2.9126455983009327,0.558000000000014,0.0,0.0,-0.019175059827035434,0.0,0.0,0.04,1,0
2,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,1.1160000000000283,-2.2323999999999793,2.2325000000000377,-0.057524306816481026,0.15339786062240696,0.0,0.06,1,0
3,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0
4,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999,1,0
5,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1,0
6,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1,0
7,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1,0
8,-12.52389,5.87127,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1,0
9,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.5584999999999947,-0.5581499999999902,0.0,0.0,0.0,0.0,0.2,1,0
10,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1,0
11,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1,0
12,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1,0
13,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1,0
14,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1,0
15,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1,0
16,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1,0
17,-12.51272,5.860107,-24.81337,-0.17295633437952143,-0.11313109019696613,2.9126455983009327,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1,0
18,-12.50156,5.837783,-24.81337,-0.17295633437952143,-0.1127475890004254,2.913029570736372,0.5580000000000136,-1.1162000000000107,0.0,0.0,0.01917505982703611,0.019198621771954177,0.38,1,0
19,-12.50156,5.837783,-24.81337,-0.17295633437952143,-0.1127475890004254,2.913029570736372,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1,0
20,-12.50156,5.837783,-24.81337,-0.17333983557606217,-0.1127475890004254,2.913029570736372,0.0,0.0,0.0,-0.019175059827036857,0.0,0.0,0.42,1,0
