,X0,Y0,Z0,Tp0,A0,B0,G0,To0,X1,Y1,Z1,Tp1,A1,B1,G1,To1,X2,Y2,Z2,Tp2,A2,B2,G2,To2,X3,Y3,Z3,Tp3,A3,B3,G3,To3,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8785874418604651,0.84735236,0.41840071428571435,45.66085,0.48413086111111114,0.1023558333333333,0.9609375,45.66085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8604004036328908,0.8323308045663041,0.42594903069947054,45.68085000000001,0.4787404511719531,0.10414531730952979,0.9546413629565929,45.68085000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8422133654053168,0.8173092491326085,0.43349734711322696,45.70085,0.4733500412327951,0.10593480128572637,0.9483452259131856,45.70085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8240263271777426,0.8022876936989127,0.4410456635269832,45.72085,0.46795963129363716,0.10772428526192278,0.9420490888697785,45.72085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8058392889501685,0.7872661382652169,0.4485939799407395,45.74085,0.4625692213544791,0.10951376923811935,0.9357529518263713,45.74085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7876522507225944,0.7722445828315212,0.4561422963544957,45.760850000000005,0.45717881141532113,0.11130325321431592,0.9294568147829643,45.760850000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7694652124950202,0.7572230273978253,0.46369061276825196,45.78085,0.4517884014761631,0.11309273719051241,0.9231606777395569,45.78085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751278174267446,0.7422014719641297,0.4712389291820084,45.800850000000004,0.44639799153700516,0.1148822211667089,0.91686454069615,45.800850000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733091136039872,0.7271799165304338,0.4787872455957644,45.82085000000001,0.44100758159784714,0.1166717051429054,0.9105684036527427,45.82085000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7149040978122977,0.712158361096738,0.4863355620095207,45.84085,0.43561717165868913,0.11846118911910189,0.9042722666093356,45.84085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967170595847235,0.6971368056630421,0.49388387842327724,45.86085,0.43022676171953117,0.12025067309529838,0.8979761295659282,45.86085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785300213571495,0.6821152502293465,0.5014321948370334,45.88085,0.4248363517803731,0.12204015707149496,0.8916799925225212,45.88085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6603429831295753,0.6670936947956507,0.5089805112507897,45.900850000000005,0.41944594184121514,0.12382964104769137,0.885383855479114,45.900850000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642155944902001,0.652072139361955,0.516528827664546,45.92085,0.4140555319020572,0.12561912502388803,0.8790877184357069,45.92085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623968906674427,0.6370505839282592,0.5240771440783023,45.94085,0.40866512196289917,0.12740860900008452,0.8727915813922997,45.940850000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6057818684468528,0.6220290284945633,0.5316254604920585,45.96085000000001,0.40327471202374116,0.12919809297628093,0.8664954443488925,45.96085000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5875948302192786,0.6070074730608677,0.5391737769058148,45.980850000000004,0.3978843020845832,0.1309875769524775,0.8601993073054855,45.980850000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694077919917044,0.5919859176271719,0.546722093319571,46.00085000000001,0.3924938921454251,0.132777060928674,0.8539031702620782,46.00085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5512207537641304,0.5769643621934761,0.5542704097333273,46.02085000000001,0.38710348220626717,0.1345665449048705,0.8476070332186711,46.02085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5330337155365562,0.5619428067597804,0.5618187261470836,46.040850000000006,0.3817130722671092,0.136356028881067,0.841310896175264,46.04085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
