,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.9022377777777777,0.6763882142857144,0.19212444444444438,-0.29809714509626695,-0.27521591721765987,-0.8553792107773579,-0.32205697751392026,0.0,0.0,0.0,0.00569447810935482,0.021436923489521507,0.00252073062249821,1.0,0.0,0.0,0.0,0.0
1,0.8976902592592593,0.6696110714285715,0.21031481481481482,-0.2207492570680507,-0.22395711965988835,-0.8953241812836397,-0.31544822787001087,0.09444846153846152,0.1355428571428568,0.27285555555555613,0.002883639321701653,0.06051028176025883,0.07352616020931506,1.0,0.0,0.0,0.0,0.0
2,0.8910756666666666,0.6592464285714286,0.23635962962962956,-0.06479158200380003,-0.11602940333315458,-0.930620849662032,-0.34100449064186067,0.13738000000000017,0.20729285714285703,0.3906722222222211,0.038169441635455194,0.08468445975066947,0.08280920854627093,1.0,0.0,0.0,0.0,0.0
3,0.8852878888888889,0.6480842857142858,0.2611644444444444,0.12478067474172472,-0.04429153548711645,-0.9022858235437401,-0.4103027366801101,0.12020769230769161,0.22324285714285586,0.37207222222222264,0.0759436584510517,0.10989817575640887,0.05688700829130094,1.0,0.0,0.0,0.0,0.0
4,0.8790867407407407,0.6369220714285715,0.2843151851851852,0.3150068920421233,-0.02931740534101987,-0.8122612218834471,-0.4900437277778811,0.12879307692307657,0.22324428571428717,0.3472611111111113,0.0745196617665029,0.11814018352229463,0.023301444004942266,1.0,0.0,0.0,0.0,0.0
5,0.8728855555555556,0.6261586071428571,0.3062259259259258,0.45218228629461976,-0.0659258819319293,-0.6985253233222003,-0.5506789724789602,0.12879384615384873,0.21526928571428935,0.3286611111111162,0.05622809613242666,0.09889221416079767,0.0020192064926181762,1.0,0.0,0.0,0.0,0.0
6,0.8654441481481482,0.6161924285714286,0.32731,0.5381572972540576,-0.11963863449208265,-0.5823710613072142,-0.5974255330172846,0.15455230769230802,0.19932357142857077,0.31626111111111255,0.048958584043180854,0.09780656671271422,0.020089748604414658,1.0,0.0,0.0,0.0,0.0
7,0.8580027407407408,0.605827642857143,0.3475674074074075,0.5965886848889395,-0.20622132709999666,-0.4424783742790061,-0.6369988960798987,0.15455230769230666,0.20729571428571456,0.3038611111111122,0.03708381110381741,0.10498555560079176,0.0315308263607008,1.0,0.0,0.0,0.0,0.0
8,0.8497345185185187,0.5958614642857143,0.367411111111111,0.6227952964976193,-0.30214316418928777,-0.3052735491927441,-0.6539446361561447,0.17172461538461517,0.19932357142857077,0.2976555555555528,0.021863353984545152,0.10188171331383841,0.03888313980340925,1.0,0.0,0.0,0.0,0.0
9,0.840226037037037,0.5858952857142857,0.386428148148148,0.6238435714935027,-0.3943044068505107,-0.1707647768076339,-0.6528266416487125,0.19748384615384665,0.19932357142857204,0.2852555555555545,0.024295999795036455,0.0807226899243089,0.02108861593646586,1.0,0.0,0.0,0.0,0.0
10,0.8298907777777778,0.57632775,0.4046181481481482,0.6002548582368297,-0.48338300336012574,-0.09587251330573462,-0.6299551082561914,0.21465538461538447,0.19135071428571324,0.27285000000000276,0.10104915576872472,0.09104863208487834,0.049526016561205984,1.0,0.0,0.0,0.0,0.0
11,0.8050860740740741,0.5559967857142858,0.4447188888888888,0.4041801714755875,-0.6958492551508233,-0.09280695614420889,-0.586360871804434,0.5151746153846148,0.40661928571428596,0.6015111111111077,0.11066907824772315,0.056806565304863985,0.036628345829765534,1.0,0.0,0.0,0.0,0.0
12,0.8017787777777777,0.5528076071428571,0.45050666666666667,0.368373503941776,-0.7253190459314001,-0.11003229694286751,-0.5710570346579213,0.06869000000000008,0.06378357142857151,0.08681666666666814,0.005246021321907841,0.0029761680786687342,0.003727905106524026,1.0,0.0,0.0,0.0,0.0
13,0.7988848888888889,0.5500170714285714,0.4558811111111112,0.32189756828649263,-0.749256664786272,-0.1256986231079654,-0.5649745675279169,0.060103846153846494,0.0558107142857146,0.08061666666666799,0.06964838710370759,0.007097364366864338,0.01101110740818465,1.0,0.0,0.0,0.0,0.0
14,0.7893764444444444,0.5416455000000001,0.4711774074074075,0.18933997181471826,-0.800330013154627,-0.20716003175848285,-0.5298178614948167,0.19748307692307665,0.1674314285714275,0.2294444444444444,0.15558313534261925,0.015123277822270223,0.0010039885155710307,1.0,0.0,0.0,0.0,0.0
15,0.774907037037037,0.5288888214285714,0.4947418518518518,0.016109368116735967,-0.8332570390923392,-0.3217243292361997,-0.4493513670163526,0.30051846153846107,0.2551335714285723,0.3534666666666648,0.0870292219408889,0.008535566452741752,0.006361032037815588,1.0,0.0,0.0,0.0,0.0
16,0.7720131851851851,0.5264969285714286,0.4992892592592592,-0.01656977219450037,-0.8265031717953352,-0.35086063241605736,-0.43990313283980786,0.060103076923077155,0.047837857142857064,0.06821111111111038,0.029895889156812742,0.011856759675690007,0.005465815095138966,1.0,0.0,0.0,0.0,0.0
17,0.7645717407407407,0.5197199285714286,0.5129318518518518,-0.09450777826827135,-0.8090710030781231,-0.3995429543242267,-0.4205208906520864,0.154553076923076,0.13553999999999927,0.20463888888888843,0.06619285043216434,0.00876499142122899,0.009637987805897037,1.0,0.0,0.0,0.0,0.0
