,0,1,2,3,4,5,6,7,8,9
0,0.7390986500000001,0.3554774642857143,0.15939916666666676,0.26611330929759625,-0.05187903723111165,-0.6259425215304593,0.731223790539357,0.0,0.0,1.0
1,0.74133105,0.344714,0.16916624999999996,0.2140531950986952,-0.27162789104237284,-0.6837735492596383,0.6425365762419986,0.0,0.0,1.0
2,0.7446797,0.3307613571428571,0.18265375000000006,0.16514821513642913,-0.4653350347586815,-0.7732210279672292,0.3978927171646772,0.0,0.0,1.0
3,0.7457959000000001,0.32079520357142854,0.19242083333333326,0.22019882327163665,-0.5510056330346909,-0.7879353616086295,0.16450877338459519,0.0,0.0,1.0
4,0.746354,0.31202497142857144,0.2017225000000001,0.33077524114613566,-0.6006843613113557,-0.726003816912239,-0.05181211971676378,0.0,0.0,1.0
5,0.7469121,0.30365338928571434,0.2100941666666666,0.4433377270105817,-0.6092330024392772,-0.6087720385517672,-0.2483614576085434,0.0,0.0,1.0
6,0.7469121,0.2960791,0.21846583333333314,0.5437321443551824,-0.5759104198066735,-0.46719219647966626,-0.39295546198204334,0.0,0.0,1.0
7,0.7474702000000001,0.2881061664285714,0.22730208333333332,0.6073262020476774,-0.5397568140395783,-0.32158871291621477,-0.48620794494648106,0.0,0.0,1.0
8,0.74802835,0.2801332321428572,0.23567375000000013,0.6446898869713683,-0.5197689743366781,-0.19703954108604038,-0.5247766974651646,0.0,0.0,1.0
9,0.74802835,0.27176165,0.2435804166666665,0.660087871175133,-0.5102638699153634,-0.0731842754737139,-0.5464053872445489,0.0,0.0,1.0
10,0.7485864,0.2645860071428571,0.25102166666666675,0.6570373617322014,-0.5075652250178436,0.03862361782325946,-0.5560464582989598,0.0,0.0,1.0
11,0.7485864,0.2574103642857143,0.2579979166666666,0.6408951514918371,-0.5105814215702977,0.15169687551196534,-0.552764031663979,0.0,0.0,1.0
12,0.74914455,0.25063336785714285,0.2649745833333335,0.6118354336897851,-0.5139511530871279,0.2469499626367862,-0.5482037306291649,0.0,0.0,1.0
13,0.7485864,0.24465367857142858,0.2714858333333332,0.559910355361552,-0.49722722254033136,0.3576378712991618,-0.5579969857771029,0.0,0.0,1.0
14,0.7474702000000001,0.23787667857142858,0.27846208333333333,0.44161244095629465,-0.4239525971538541,0.5323210459894006,-0.5847024468529916,0.0,0.0,1.0
15,0.7469121,0.23428885714285716,0.28171750000000007,0.359859254069885,-0.3780428974017986,0.6277582286810262,-0.5774984773205722,0.0,0.0,1.0
16,0.746354,0.22910642857142857,0.2863683333333335,0.23652881447106378,-0.3040853351656562,0.7292906778590549,-0.5654390648425205,0.0,0.0,1.0
17,0.7452378,0.22352539285714285,0.2910191666666666,0.12756415275222427,-0.24905068549140147,0.7883146383555332,-0.5479609237375009,0.0,0.0,1.0
18,0.7441215999999999,0.21834296428571426,0.29567000000000004,0.016754165591398057,-0.19398527855473013,0.8186723128124371,-0.5402449943069486,0.0,0.0,1.0
19,0.74188915,0.2135592142857143,0.29985583333333327,-0.09657732210788961,-0.14157062164510986,0.8263483343723228,-0.5364503800181094,0.0,0.0,1.0
20,0.73965675,0.20917410714285717,0.30404166666666654,-0.21902441398397873,-0.11610220685847561,0.8182026126531174,-0.518741812744239,0.0,0.0,1.0
21,0.7374243500000001,0.20518764285714286,0.30776249999999994,-0.3411327654218599,-0.11241222828290229,0.7877006908212771,-0.5005192793167809,0.0,0.0,1.0
22,0.73575,0.20080253571428572,0.3119483333333332,-0.458515069494534,-0.09875085721936847,0.7339332747065118,-0.4912780755574568,0.0,0.0,1.0
23,0.7340757,0.19641739285714285,0.3156687500000001,-0.5828117547283564,-0.06395481138746492,0.6416999578458751,-0.49443038413051643,0.0,0.0,1.0
