SId,X,Y,Z,PT,A,B,G,OT
2,-14.58888,40.49613,-74.295,0.02,30.38818,-1.450195,171.2549,0.02
2,-14.5219,40.50729,-74.25035,0.04,30.38818,-1.340332,171.167,0.04
2,-14.12007,40.69705,-73.12298,0.06,28.32275,-1.274414,170.7715,0.06
2,-14.12007,40.69705,-73.12298,0.08,28.32275,-1.274414,170.7715,0.08
2,-14.12007,40.69705,-73.12298,0.09999999,28.32275,-1.274414,170.7715,0.09999999
2,-14.12007,40.69705,-73.12298,0.12,28.32275,-1.274414,170.7715,0.12
2,-14.12007,40.69705,-73.12298,0.14,28.32275,-1.274414,170.7715,0.14
2,-14.12007,40.69705,-73.12298,0.16,28.32275,-1.274414,170.7715,0.16
2,-14.12007,40.69705,-73.12298,0.18,28.32275,-1.274414,170.7715,0.18
2,-14.12007,40.69705,-73.12298,0.2,28.32275,-1.274414,170.7715,0.2
2,-14.12007,40.69705,-73.12298,0.22,28.32275,-1.274414,170.7715,0.22
2,-14.10891,40.69705,-73.12298,0.24,28.32275,-1.274414,170.7495,0.24
2,-14.10891,40.69705,-73.12298,0.26,28.32275,-1.274414,170.7495,0.26
2,-14.10891,40.69705,-73.12298,0.28,28.32275,-1.274414,170.7495,0.28
2,-14.10891,40.69705,-73.12298,0.3,28.32275,-1.274414,170.7495,0.3
2,-14.10891,40.69705,-73.12298,0.32,28.32275,-1.274414,170.7495,0.32
2,-14.10891,40.69705,-73.12298,0.34,28.32275,-1.274414,170.7495,0.34
2,-14.10891,40.69705,-73.12298,0.36,28.32275,-1.274414,170.7495,0.36
2,-14.0531,40.80867,-73.11182,0.38,28.21289,-1.274414,170.6836,0.38
2,-14.0531,40.80867,-73.11182,0.4,28.21289,-1.274414,170.6836,0.4
2,-14.0531,40.80867,-73.11182,0.42,28.21289,-1.274414,170.6836,0.42
2,-13.9638,40.93145,-73.12298,0.4400001,28.14697,-1.208496,170.5957,0.4400001
2,-13.86334,40.95378,-73.12298,0.4600001,28.14697,-1.164551,170.4858,0.4600001
2,-13.6401,40.86448,-73.11182,0.4800001,28.27881,-1.098633,170.332,0.4800001
2,-13.65126,40.831,-73.10065,0.5000001,28.30078,-1.098633,170.376,0.5000001
2,-13.71823,40.87564,-73.11182,0.52,28.25684,-1.098633,170.4639,0.52
2,-13.7852,40.92029,-73.13414,0.54,28.23486,-1.120605,170.4858,0.54
