,X,Y,Z,A,B,G,Vx,Vy,Vz,Va,Vb,Vg,Time,Square,Circle
675,-10.07938,-5.860107,-18.99791,-32.89307,8.789063,155.9399,0.0,0.0,0.0,1.0984999999998257,-2.1972499999999973,1.0949999999994253,13.52012,0,1
676,-10.06822,-5.860107,-19.00907,-32.91504,8.789063,155.918,0.5580000000000259,0.0,-0.5580000000000259,-1.0984999999998257,0.0,-1.0949999999994253,13.54012,0,1
677,-10.06822,-5.860107,-19.00907,-32.93701,8.789063,155.896,0.0,0.0,0.0,-1.098500000000181,0.0,-1.1000000000010126,13.56012,0,1
678,-10.06822,-5.860107,-19.00907,-32.95898,8.789063,155.896,0.0,0.0,0.0,-1.0984999999997282,0.0,0.0,13.58012,0,1
679,-10.06822,-5.860107,-19.00907,-32.98096,8.789063,155.896,0.0,0.0,0.0,-1.09900000000034,0.0,0.0,13.60012,0,1
680,-10.06822,-5.860107,-19.00907,-32.98096,8.789063,155.918,0.0,0.0,0.0,0.0,0.0,1.1000000000010126,13.62012,0,1
681,-10.05706,-5.860107,-19.02024,-32.98096,8.76709,155.918,0.5580000000000259,0.0,-0.558500000000007,0.0,-1.0986500000000687,0.0,13.64012,0,1
682,-10.05706,-5.860107,-19.02024,-32.98096,8.745117,155.9399,0.0,0.0,0.0,0.0,-1.09864999999998,1.0949999999994253,13.66012,0,1
683,-10.05706,-5.860107,-19.02024,-33.00293,8.723145,155.9399,0.0,0.0,0.0,-1.0984999999997282,-1.0985999999999199,0.0,13.68012,0,1
684,-10.05706,-5.860107,-19.02024,-33.0249,8.723145,155.918,0.0,0.0,0.0,-1.098500000000181,0.0,-1.0949999999994253,13.70012,0,1
685,-10.05706,-5.860107,-19.0314,-33.11279,8.745117,155.896,0.0,0.0,-0.5580000000000259,-4.394499999999817,1.0986000000000173,-1.1000000000010126,13.72012,0,1
686,-10.0459,-5.87127,-19.05372,-33.37646,8.76709,155.8521,0.5580000000000259,-0.5581500000000025,-1.1159999999998742,-13.183500000000517,1.09864999999998,-2.1949999999990166,13.74012,0,1
687,-10.03474,-5.882432,-19.07604,-33.79395,8.789063,155.8301,0.5577211394302718,-0.5578210894552289,-1.1154422788605436,-20.86406796601602,1.0981009495252294,-1.099450274863504,13.76013,0,1
688,-10.02357,-5.893594,-19.10953,-34.40918,8.833008,155.8081,0.558500000000007,-0.5581000000000399,-1.674500000000059,-30.7615000000005,2.1972499999999973,-1.0999999999995915,13.78013,0,1
689,-10.01241,-5.904756,-19.14302,-34.78271,8.876953,155.7861,0.5580000000000259,-0.5580999999999955,-1.674500000000059,-18.676500000000516,2.197250000000086,-1.0999999999995915,13.80013,0,1
690,-10.00125,-5.904756,-19.1765,-35.13428,8.964844,155.7422,0.5579999999998876,0.0,-1.673999999999929,-17.578499999998577,4.394549999999656,-2.1950000000002428,13.82013,0,1
691,-9.990088,-5.915918,-19.22115,-35.55176,9.052734,155.6982,0.5581000000000399,-0.5580999999999955,-2.2325000000000847,-20.87400000000068,4.394500000000083,-2.199999999999183,13.84013,0,1
692,-9.967764,-5.915918,-19.28812,-36.0791,9.162598,155.6543,1.116199999999991,0.0,-3.348499999999959,-26.367000000000324,5.493200000000115,-2.1950000000004377,13.86013,0,1
693,-9.934278,-5.915918,-19.3551,-36.58447,9.272461,155.6543,1.674300000000031,0.0,-3.349000000000118,-25.268500000000856,5.493150000000153,0.0,13.88013,0,1
694,-9.911953,-5.904756,-19.42207,-36.95801,9.338379,155.6323,1.1162499999999433,0.558099999999946,-3.3484999999998393,-18.67699999999866,3.2958999999997736,-1.100000000000915,13.90013,0,1
695,-9.878467,-5.882432,-19.48904,-37.17773,9.404297,155.6104,1.674300000000031,1.1162000000000354,-3.348499999999959,-10.985999999999997,3.295900000000066,-1.0949999999994253,13.92013,0,1
696,-9.822657,-5.804297,-19.61183,-37.35352,9.492188,155.5884,2.790500000000111,3.9067500000000646,-6.139500000000228,-8.789500000000503,4.394550000000135,-1.0999999999995915,13.94013,0,1
697,-9.811494,-5.770811,-19.63415,-37.37549,9.51416,155.5884,0.5581500000000025,1.674300000000031,-1.1160000000000518,-1.0984999999998257,1.0986000000000173,0.0,13.96013,0,1
698,-9.778008,-5.681514,-19.72345,-37.35352,9.580078,155.6323,1.6742999999998822,4.464849999999708,-4.464999999999596,1.0984999999997282,3.2958999999997736,2.1949999999988217,13.98013,0,1
699,-9.733359,-5.547568,-19.82391,-37.2876,9.645996,155.6982,2.2324500000000334,6.697300000000138,-5.023000000000196,3.2960000000003467,3.295900000000066,3.2950000000014503,14.00013,0,1
700,-9.677548,-5.402461,-19.92437,-37.22168,9.689941,155.7861,2.7905500000000734,7.2553500000001705,-5.023000000000018,3.2959999999999914,2.1972499999999973,4.39499999999962,14.02013,0,1
701,-9.621738,-5.257353,-20.02482,-37.13379,9.689941,155.874,2.790500000000022,7.255400000000133,-5.022500000000037,4.394500000000172,0.0,4.39499999999962,14.04013,0,1
702,-9.554766,-5.101084,-20.13645,-37.0459,9.711914,155.9619,3.348600000000062,7.8134500000001665,-5.581500000000203,4.394499999999817,1.0986500000000687,4.395000000001041,14.06013,0,1
703,-9.454307,-4.877842,-20.29272,-36.91406,9.733887,156.1157,5.022949999999698,11.162099999999244,-7.813499999999435,6.591999999999753,1.0986499999998824,7.689999999998967,14.08013,0,1
704,-9.376172,-4.688086,-20.42666,-36.82617,9.711914,156.2695,3.9067500000000646,9.487800000000204,-6.697000000000096,4.394500000000172,-1.09864999999998,7.6899999999996504,14.10013,0,1
705,-9.275713,-4.49833,-20.54944,-36.73828,9.624023,156.4673,5.022950000000145,9.487800000000204,-6.139000000000247,4.394499999999817,-4.394550000000135,9.890000000000255,14.12013,0,1
706,-9.175254,-4.297412,-20.67223,-36.62842,9.51416,156.709,5.022950000000056,10.045900000000245,-6.139500000000051,5.493000000000354,-5.493150000000064,12.085000000000692,14.14013,0,1
707,-9.063633,-4.085332,-20.79501,-36.54053,9.382324,156.9507,5.5810499999996885,10.603999999999253,-6.138999999999702,4.394499999999782,-6.591799999999547,12.084999999999619,14.16013,0,1
708,-8.963174,-3.873252,-20.92896,-36.40869,9.272461,157.1924,5.022950000000056,10.604000000000239,-6.697500000000077,6.591999999999983,-5.493150000000153,12.08499999999927,14.18013,0,1
709,-8.862715,-3.65001,-21.0629,-36.29883,9.162598,157.4341,5.020439780110184,11.15652173913088,-6.693653173413516,5.4902548725638205,-5.490404797601456,12.07896051974105,14.20014,0,1
710,-8.762256,-3.43793,-21.19685,-36.18896,9.052734,157.6758,5.022949999999609,10.603999999999276,-6.69749999999966,5.493499999999669,-5.493199999999628,12.084999999999619,14.22014,0,1
711,-8.661797,-3.237012,-21.33079,-36.10107,8.942871,157.9175,5.022950000000145,10.045900000000222,-6.697000000000096,4.394500000000172,-5.493150000000064,12.08499999999927,14.24014,0,1
712,-8.5725,-3.036094,-21.4759,-36.05713,8.85498,158.1152,4.464850000000104,10.045900000000222,-7.255500000000103,2.1970000000000067,-4.394550000000135,9.885000000000089,14.26014,0,1
713,-8.483203,-2.8575,-21.62101,-36.03516,8.76709,158.291,4.464850000000104,8.929700000000187,-7.255500000000103,1.098500000000181,-4.394500000000083,8.790000000000662,14.28014,0,1
714,-8.405068,-2.701231,-21.76611,-36.05713,8.657227,158.4448,3.9067499999997173,7.813449999999472,-7.254999999999655,-1.0985000000000835,-5.493149999999576,7.689999999998967,14.30014,0,1
715,-8.326934,-2.556123,-21.92238,-36.0791,8.547363,158.5986,3.906700000000102,7.255400000000155,-7.813500000000129,-1.0984999999998257,-5.493200000000115,7.6900000000010715,14.32014,0,1
716,-8.248798,-2.444502,-22.06749,-36.10107,8.4375,158.7524,3.906800000000027,5.5810500000001175,-7.255500000000103,-1.098500000000181,-5.493150000000153,7.6899999999996504,14.34014,0,1
717,-8.192988,-2.355205,-22.22376,-36.14502,8.349609,158.8843,2.790500000000111,4.464850000000082,-7.813500000000129,-2.1975000000001654,-4.394550000000135,6.5950000000002245,14.36014,0,1
718,-8.159502,-2.27707,-22.38003,-36.23291,8.305664,158.9941,1.6742999999998822,3.9067499999997395,-7.813499999999612,-4.394499999999427,-2.1972499999998023,5.48999999999998,14.38014,0,1
719,-8.126016,-2.22126,-22.5363,-36.34277,8.283691,159.0601,1.674300000000031,2.7905000000000664,-7.813500000000129,-5.493000000000354,-1.0986500000000687,3.300000000000195,14.40014,0,1
720,-8.103691,-2.187773,-22.69257,-36.47461,8.283691,159.082,1.1162500000000424,1.674350000000038,-7.813500000000129,-6.591999999999983,0.0,1.0949999999994253,14.42014,0,1
721,-8.081367,-2.154287,-22.84884,-36.60645,8.283691,159.104,1.116199999999991,1.674300000000031,-7.813500000000129,-6.592000000000338,0.0,1.1000000000010126,14.44014,0,1
722,-8.059043,-2.143125,-22.99395,-36.73828,8.305664,159.104,1.116199999999892,0.5580999999999682,-7.255499999999636,-6.591499999999594,1.0986499999999713,0.0,14.46014,0,1
723,-8.036718,-2.131963,-23.12789,-36.87012,8.327637,159.1479,1.1162500000000424,0.5581000000000177,-6.697000000000096,-6.591999999999983,1.09864999999998,2.1949999999990166,14.48014,0,1
724,-8.014395,-2.131963,-23.26184,-37.00195,8.371582,159.1479,1.1161500000000284,0.0,-6.697500000000077,-6.591500000000179,2.197250000000086,0.0,14.50014,0,1
725,-7.99207,-2.165449,-23.38462,-37.13379,8.415527,159.1479,1.1162500000000424,-1.6743000000000532,-6.139000000000247,-6.591999999999983,2.197250000000086,0.0,14.52014,0,1
726,-7.947422,-2.210098,-23.49624,-37.26563,8.481445,159.104,2.2324000000000264,-2.2324500000000334,-5.581000000000044,-6.592000000000338,3.295900000000066,-2.1949999999990166,14.54014,0,1
727,-7.913936,-2.27707,-23.60786,-37.41943,8.569336,159.0381,1.6742999999999266,-3.3485999999997866,-5.580999999999548,-7.689999999999323,4.394549999999656,-3.2950000000011577,14.56014,0,1
728,-7.869287,-2.366367,-23.69716,-37.57324,8.657227,158.9722,2.2324500000000334,-4.464850000000082,-4.4650000000001695,-7.690500000000164,4.394550000000135,-3.2950000000000292,14.58014,0,1
729,-7.824639,-2.477988,-23.78646,-37.72705,8.745117,158.9502,2.2324000000000264,-5.5810500000001175,-4.4650000000001695,-7.690500000000164,4.394500000000083,-1.0999999999995915,14.60014,0,1
730,-7.791152,-2.589609,-23.84227,-37.88086,8.833008,158.9063,1.674350000000038,-5.5810500000001175,-2.790499999999933,-7.690500000000164,4.394550000000046,-2.1950000000004377,14.62014,0,1
731,-7.746504,-2.712393,-23.89808,-37.99072,8.898926,158.8843,2.2312843578210044,-6.136131934032697,-2.7891054472762775,-5.490254872563688,3.2942528735630545,-1.0994502748620836,14.64015,0,1
