,0,1,2,3,4,5,6,7,8,9,10,11
0,0.6438556296296296,0.9454746428571428,0.27522037037037045,-0.5187167260254218,-0.48739589344241036,0.5690250597270973,-0.4118114648713845,0.0,0.0,0.0,1.0,0.0
1,0.651297037037037,0.9251435714285715,0.29919814814814816,-0.9262399444617925,-0.13333653231313436,0.31400266895832957,-0.16032235752124468,0.0,0.0,0.0,1.0,0.0
2,0.6595652592592592,0.9052114285714286,0.32317592592592587,-0.9446534553539436,-0.14272831221743817,-0.1619444493919779,0.24704751261760444,0.0,0.0,0.0,1.0,0.0
3,0.6686602962962963,0.8852789285714285,0.3475674074074075,-0.5515700802999783,-0.47653024873738614,-0.5055736162716771,0.4616109694170399,0.0,0.0,0.0,1.0,0.0
4,0.6773419259259259,0.8649478571428572,0.3719585185185185,-0.009033012961726358,-0.8951992679078598,-0.3807378776604853,0.231463482926907,0.0,0.0,0.0,1.0,0.0
5,0.6851967777777778,0.8446171428571427,0.39593629629629623,0.15096875366285079,-0.9143674302606803,0.13606744261804357,-0.3501803663190594,0.0,0.0,0.0,1.0,0.0
6,0.6918113333333333,0.8250832142857142,0.41908740740740735,-0.2559710378579667,-0.4032254153108642,0.4687572250029671,-0.7430711649854368,0.0,0.0,0.0,1.0,0.0
7,0.6980125185185185,0.8063467857142858,0.44141185185185194,-0.7334857862295489,0.1897365925218324,0.25304289289375614,-0.601637699295335,0.0,0.0,0.0,1.0,0.0
8,0.7038002592592593,0.7876107142857143,0.4633225925925925,-0.836391368603274,0.4597262051763268,-0.27016077477522504,-0.1269427058675144,0.0,0.0,0.0,1.0,0.0
9,0.7087612222222222,0.7688742857142856,0.48440629629629633,-0.5094354152310627,0.34014764446438517,-0.6931776769430179,0.37984186954779725,0.0,0.0,0.0,1.0,0.0
10,0.712481925925926,0.7501378571428573,0.5038366666666668,0.05071672452853537,-0.0737375973169458,-0.7492387341961257,0.6562254946092901,0.0,0.0,0.0,1.0,0.0
11,0.7157891851851852,0.732597142857143,0.522027037037037,0.5108903077736813,-0.510748984489657,-0.4067663281933342,0.5591669898284501,0.0,0.0,0.0,1.0,0.0
12,0.7195099259259259,0.7154553571428571,0.5398037037037037,0.6458859706763761,-0.7220677493551664,0.13416023987036696,0.20844785502020774,0.0,0.0,0.0,1.0,0.0
13,0.7269513333333334,0.6875503571428572,0.5675022222222222,0.21706625803241858,-0.4943471891892287,0.7707010883245295,-0.3384123647562216,0.0,0.0,0.0,1.0,0.0
14,0.7281915555555556,0.6819692857142857,0.5728766666666667,0.06843328662220328,-0.38217065669769734,0.8284175275312126,-0.4037163292714413,0.0,0.0,0.0,1.0,0.0
15,0.7323256666666667,0.6664217857142857,0.5881725925925926,-0.34349737893664967,-0.0729128626053421,0.8205280013803099,-0.45102889495151016,0.0,0.0,0.0,1.0,0.0
16,0.7364597777777777,0.6512732142857143,0.6026422222222222,-0.6704382005342936,0.19266101384185827,0.6289672734170442,-0.3432120656097264,0.0,0.0,0.0,1.0,0.0
17,0.7397670740740742,0.6365234642857143,0.6162848148148148,-0.8705425122444993,0.3346412990386854,0.33383726104046973,-0.13683427382689722,0.0,0.0,0.0,1.0,0.0
18,0.742660962962963,0.6217735,0.629514074074074,-0.934019126540681,0.3440748640903792,0.009657247184033817,0.0955379334829734,0.0,0.0,0.0,1.0,0.0
19,0.744728,0.6078208928571429,0.6423296296296296,-0.86959294657379,0.2703748103387421,-0.29521328000911623,0.2890582787426469,0.0,0.0,0.0,1.0,0.0
20,0.7459682222222221,0.5938682142857142,0.6543185185185185,-0.685600355877903,0.15749158787137435,-0.5605862507851526,0.43691144091279166,0.0,0.0,0.0,1.0,0.0
21,0.7459682222222221,0.5811115357142856,0.6650674074074074,-0.42324774516194585,0.08578765295475554,-0.7200304053479766,0.5431924522581948,0.0,0.0,0.0,1.0,0.0
22,0.7455548518518519,0.5687534642857143,0.6745755555555555,-0.15099716551346246,0.03159764783152966,-0.7551288777102605,0.6371670288915281,0.0,0.0,0.0,1.0,0.0
23,0.7443145925925926,0.5567940714285714,0.682844074074074,0.06654570304009774,-0.04410510200821233,-0.6825766139020799,0.7264403454776693,0.0,0.0,0.0,1.0,0.0
24,0.7418341111111111,0.5448346785714285,0.6898718518518518,0.2060787390978501,-0.1747689787609102,-0.5635712786848762,0.7806246032480673,0.0,0.0,0.0,1.0,0.0
25,0.7389402592592593,0.5336725714285715,0.6964866666666666,0.2910382416415223,-0.35197173151561795,-0.4578970962743957,0.7627207164746381,0.0,0.0,0.0,1.0,0.0
26,0.7352195555555555,0.5225104642857142,0.7018607407407408,0.3898788980230632,-0.530910054061906,-0.3968331422270295,0.6392592718158479,0.0,0.0,0.0,1.0,0.0
27,0.7319122592592593,0.5121456428571428,0.7068218518518519,0.5351679082723175,-0.625287210637187,-0.35454982989854555,0.44374050106780993,0.0,0.0,0.0,1.0,0.0
28,0.7195099259259259,0.47626742857142856,0.7200511111111111,0.9713387571447742,-0.16693824751244857,0.03964126651633532,-0.16450291904674075,0.0,0.0,0.0,1.0,0.0
29,0.7195099259259259,0.47626742857142856,0.7200511111111111,0.9713387571447742,-0.16693824751244857,0.03964126651633532,-0.16450291904674075,0.0,0.0,0.0,1.0,0.0
30,0.7190965185185185,0.4742742142857143,0.7204644444444445,0.9731362508241835,-0.14003400790466797,0.06820973463447336,-0.1695398067213181,0.0,0.0,0.0,1.0,0.0
31,0.7190965185185185,0.4742742142857143,0.7204644444444445,0.9731362508241835,-0.14003400790466797,0.06820973463447336,-0.1695398067213181,0.0,0.0,0.0,1.0,0.0
32,0.7178562592592592,0.46829449999999995,0.7221181481481481,0.9671975506318943,-0.11550249331759462,0.15989263537910334,-0.1600700385475321,0.0,0.0,0.0,1.0,0.0
33,0.7170294444444444,0.46669992857142856,0.7229448148148149,0.9634511247623485,-0.11195775674949228,0.18110407778671322,-0.1625690742632525,0.0,0.0,0.0,1.0,0.0
34,0.716616037037037,0.46151749999999997,0.7245985185185185,0.945271730886933,-0.1606823027372876,0.23585284677010912,-0.15816443039918932,0.0,0.0,0.0,1.0,0.0
35,0.7170294444444444,0.45713239285714286,0.7262522222222223,0.9101204775878581,-0.24931137897225622,0.2795049489999818,-0.17720478569925485,0.0,0.0,0.0,1.0,0.0
36,0.7182696666666666,0.45195,0.729145925925926,0.8495692929586615,-0.3860457068587464,0.28972554351905694,-0.21274359710749982,0.0,0.0,0.0,1.0,0.0
37,0.7190965185185185,0.4503553928571429,0.7307996296296296,0.8095800422448554,-0.4344520334365719,0.3104220566271198,-0.2438641683417952,0.0,0.0,0.0,1.0,0.0
38,0.7199233333333334,0.4475648571428571,0.73328,0.7657580285088369,-0.47923009874838624,0.32613583720261763,-0.27854724899021904,0.0,0.0,0.0,1.0,0.0
39,0.7203367407407407,0.44477432142857143,0.7357607407407407,0.7470639522407871,-0.4897335229404277,0.33578950250973183,-0.2988342981904841,0.0,0.0,0.0,1.0,0.0
40,0.7203367407407407,0.44198382142857146,0.7378277777777777,0.7339408561527676,-0.4910344334859595,0.3462214333687366,-0.3167755102228748,0.0,0.0,0.0,1.0,0.0
41,0.7203367407407407,0.4395919285714286,0.7398948148148149,0.7203220666553899,-0.4920686571764581,0.3568055665842962,-0.3342070384781337,0.0,0.0,0.0,1.0,0.0
42,0.7203367407407407,0.43759871428571423,0.7419618518518519,0.6967196117392863,-0.5138571707237389,0.359894323856229,-0.3478629994260962,0.0,0.0,0.0,1.0,0.0
43,0.7203367407407407,0.43640275,0.7436155555555556,0.6693863556723859,-0.563419159009543,0.3435566365852019,-0.3412471180228267,0.0,0.0,0.0,1.0,0.0
