SId,X,Y,Z,PT,A,B,G,OT
3,-23.33997,35.62945,-61.55903,0.02,38.43018,-7.932129,66.22559,0.02
3,-23.75297,35.69643,-61.34695,0.04,37.48535,-7.009277,66.68701,0.04
3,-23.5074,36.43312,-61.50322,0.06,38.36426,-6.987305,65.96191,0.06
3,-23.49624,36.44429,-61.49206,0.08,38.4082,-6.987305,65.96191,0.08
3,-23.49624,36.44429,-61.49206,0.09999999,38.4082,-6.987305,65.96191,0.09999999
3,-23.49624,36.44429,-61.49206,0.12,38.4082,-6.987305,65.96191,0.12
3,-23.49624,36.44429,-61.49206,0.14,38.4082,-6.987305,65.96191,0.14
3,-23.49624,36.44429,-61.49206,0.16,38.4082,-6.987305,65.96191,0.16
3,-23.49624,36.44429,-61.49206,0.18,38.4082,-6.987305,65.96191,0.18
3,-23.49624,36.44429,-61.49206,0.2,38.4082,-6.987305,65.96191,0.2
3,-23.49624,36.44429,-61.49206,0.22,38.4082,-6.987305,65.96191,0.22
3,-23.49624,36.44429,-61.49206,0.24,38.4082,-6.987305,65.96191,0.24
3,-23.49624,36.44429,-61.49206,0.26,38.4082,-6.987305,65.96191,0.26
3,-23.49624,36.44429,-61.49206,0.28,38.4082,-6.987305,65.96191,0.28
3,-23.49624,36.44429,-61.49206,0.3,38.4082,-6.987305,65.96191,0.3
3,-23.49624,36.44429,-61.49206,0.32,38.43018,-6.987305,65.96191,0.32
3,-23.49624,36.44429,-61.49206,0.34,38.43018,-6.987305,65.96191,0.34
3,-23.49624,36.44429,-61.49206,0.36,38.43018,-6.987305,65.96191,0.36
3,-23.48508,36.42196,-61.4809,0.38,38.56201,-7.053223,65.93994,0.38
3,-23.48508,36.42196,-61.4809,0.4,38.56201,-7.053223,65.93994,0.4
3,-23.48508,36.4108,-61.4809,0.42,38.58398,-7.075195,65.93994,0.42
3,-23.45159,36.34383,-61.50322,0.4400001,38.69385,-7.185059,65.85205,0.4400001
3,-23.33997,36.27686,-61.58136,0.4600001,38.84766,-7.404785,65.6543,0.4600001
3,-23.15022,36.1764,-61.69298,0.4800001,39.06738,-7.756348,65.30273,0.4800001
3,-22.97162,36.02013,-61.8046,0.5000001,39.30908,-8.173828,65.01709,0.5000001
3,-22.98278,35.86386,-61.81576,0.52,39.50684,-8.393555,65.03906,0.52
3,-23.15022,35.8527,-61.69298,0.54,39.77051,-8.261719,65.45654,0.54
3,-23.3623,35.97548,-61.53671,0.56,40.1001,-7.954102,66.02783,0.56
3,-23.49624,36.13175,-61.44741,0.58,40.40771,-7.712402,66.46729,0.58
3,-23.56321,36.23221,-61.41393,0.6,40.60547,-7.624512,66.68701,0.6
3,-23.55205,36.31034,-61.38044,0.6199999,40.75928,-7.558594,66.7749,0.6199999
3,-23.47392,36.4108,-61.31347,0.6399999,41.02295,-7.470703,66.79688,0.6399999
3,-23.28416,36.53358,-61.23533,0.6599999,41.37451,-7.382813,66.70898,0.6599999
3,-22.98278,36.61172,-61.14603,0.6799999,41.85791,-7.404785,66.46729,0.6799999
3,-22.67024,36.60056,-61.12371,0.6999999,42.27539,-7.580566,66.09375,0.6999999
3,-22.50281,36.52242,-61.16836,0.7199998,42.51709,-7.866211,65.78613,0.7199998
3,-22.48049,36.47777,-61.17952,0.7399998,42.62695,-8.041992,65.74219,0.7399998
3,-22.45816,36.5001,-61.12371,0.7599998,42.78076,-8.10791,65.87402,0.7599998
3,-22.39119,36.54475,-61.04558,0.7799998,43.04443,-8.129883,66.0498,0.7799998
3,-22.25725,36.60056,-60.98977,0.7999998,43.43994,-8.217773,66.24756,0.7999998
3,-22.13446,36.65637,-61.01209,0.8199998,43.92334,-8.349609,66.44531,0.8199998
